,County,State,vehicle_pc_BEV,vehicle_pc_FFV,vehicle_pc_SIDI,annual_ghg_m2,annual_operatingcost_m2,total_annualcost_m2,annual_fueluse_m2,total_vehicles_m2,vehicle_split_BEV_m2,vehicle_split_FFV_m2,vehicle_split_SIDI_m2
162,Bosque,TX,2.1,0.0,97.9,97234550.31546994,7680.981324098811,164118.40641397875,5844.673061858964,23.97408692768302,0.5054925135659192,0.0,23.468594414117103
163,Bowie,TX,8.5,0.0,91.5,271148848.70837027,30645.73483117628,662229.2978804662,23087.729958892927,97.70329229406353,8.28325785361907,0.0,89.42003444044445
164,Brazoria,TX,27.4,12.1,60.4,1095259913.633414,88009.54753660785,1617965.325207833,66631.66433552011,243.50501030786606,66.7508943427161,29.560411312947398,147.1937046522025
165,Brazos,TX,50.3,20.1,29.6,811457733.8605676,70500.19882311745,1718805.284868775,52501.84850839959,271.7983755946331,136.58189923904038,54.70198054471385,80.5144958108789
166,Brewster,TX,0.0,0.0,100.0,4628479.916581133,562.6671300329429,11978.542896337858,429.5168953769511,1.7440921204068804,0.0,0.0,1.7440921204068804
167,Briscoe,TX,0.0,0.0,100.0,8845095.616560424,699.3529340522953,14888.427901746772,533.8572068253256,2.1677753691384782,0.0,0.0,2.1677753691384782
168,Brooks,TX,0.0,0.0,100.0,38397072.60400015,2252.5048655662076,46561.24783222595,1719.4693670735792,6.76939124240484,0.0,0.0,6.76939124240484
169,Brown TX,TX,0.0,12.4,87.6,133963421.43910685,20762.038598820665,317002.12296690186,16030.990975537705,45.25890105491867,0.0,5.623393824654581,39.63550723026408
170,Burleson,TX,4.0,0.0,96.0,90347428.47778386,17454.568150573723,255953.16649115505,13291.298824325591,36.649540913408565,1.4513985032456986,0.0,35.19814241016287
171,Burnet,TX,19.6,15.5,64.9,149664127.41964358,22731.950057228605,402402.48406349256,17387.721597412343,59.719912135481934,11.72504018071768,9.265646743601762,38.7292252111625
172,Caldwell,TX,2.5,3.7,93.8,143126451.1964083,38119.91072099946,564775.2083879713,29148.210579598246,80.7619150235577,2.0561074869281826,2.949173509005845,75.75663402762368
173,Calhoun,TX,0.0,0.0,100.0,285067102.0440376,22539.32799305501,323363.68479204486,17205.593875779337,45.95927708941678,0.0,0.0,45.95927708941678
174,Callahan,TX,0.0,0.0,100.0,46532890.72819701,9128.718261186696,130966.46326547858,6968.487233313913,18.61409961617662,0.0,0.0,18.61409961617662
175,Cameron,TX,19.2,0.0,80.8,1375016993.6313167,109217.9629642101,2407461.629637611,80806.26081744529,361.280781033581,69.47552759949805,0.0,291.8052534340829
176,Camp,TX,1.0,0.0,99.0,368077906.71310246,29068.680798259687,619936.1341190649,22155.640941448022,90.40678837335186,0.925672484756876,0.0,89.48111588859497
177,Carson,TX,0.0,0.0,100.0,20157201.53876247,3954.3946012909955,56732.2879311469,3018.621851296429,8.063289213448957,0.0,0.0,8.063289213448957
178,Cass TX,TX,0.0,0.0,100.0,144202407.1388091,11385.561649712956,242385.6651756793,8691.268918836711,35.29168174196847,0.0,0.0,35.29168174196847
179,Castro,TX,0.0,0.0,100.0,23418699.423322458,2846.92431191122,60607.77989208818,2173.224743245449,8.824575094417252,0.0,0.0,8.824575094417252
180,Chambers,TX,4.8,12.0,83.2,378078304.8111238,30283.703823410713,574555.4102324927,23348.235580779623,83.73790352967578,4.002142891832193,10.060409755215304,69.67535088262828
181,Cherokee,TX,0.0,0.0,100.0,191581336.72962534,15126.385560820314,322023.53850698017,11546.859047233722,46.88706474324089,0.0,0.0,46.88706474324089
182,Childress,TX,15.5,0.0,84.5,35517097.37868051,2818.507104343019,61697.089337382706,2098.7247506838694,9.204414112477654,1.42965287440498,0.0,7.774761238072673
183,Clay TX,TX,11.3,0.0,88.7,28489516.781618062,5340.525019724979,81723.74446713162,4046.504577389432,11.865298547561773,1.337785989247934,0.0,10.527512558313838
184,Cochran,TX,0.0,0.0,100.0,15508046.184609432,1224.4443269044702,26067.02573695414,934.690330903696,3.795394439785848,0.0,0.0,3.795394439785848
185,Coke,TX,0.0,0.0,100.0,13495106.805490032,1640.5501003872864,34925.443514323015,1252.328326768846,5.085192052398872,0.0,0.0,5.085192052398872
186,Coleman,TX,0.0,0.0,100.0,35257163.935699314,2783.744391598373,59262.74975315901,2124.995681273208,8.628736887315306,0.0,0.0,8.628736887315306
187,Collin,TX,50.0,49.5,0.5,3233994056.2869625,178405.30488276025,6140533.284198639,140742.91622336474,982.7109344111267,491.17454902077327,486.14571606882816,5.390669321525157
188,Collingsworth,TX,2.3,0.0,97.7,14547144.900978941,1150.789887428806,24596.9335754828,875.4133947635178,3.594133958523193,0.08263164100905773,0.0,3.511502317514135
189,Colorado,TX,19.2,0.0,80.8,118207367.89707938,9377.651899353725,206686.71754103515,6938.866750531619,31.014064319142243,5.946481525064721,0.0,25.067582794077524
190,Comal,TX,41.6,46.3,12.1,758223963.1369352,65933.69635158613,2006210.9902837656,52064.610993143586,315.61497007914556,131.1780237221972,146.102985650859,38.33396070608927
191,Comanche,TX,0.0,0.0,100.0,45532022.25743639,8932.370109858235,128149.52535526374,6818.603173113632,18.213731959554423,0.0,0.0,18.213731959554423
192,Concho,TX,0.0,0.0,100.0,9284819.358425857,1128.7210090679093,24029.185839790447,861.6191112208896,3.4986821495041163,0.0,0.0,3.4986821495041163
193,Cooke,TX,0.0,0.0,100.0,106843809.55211665,32272.329864568415,462999.59188759426,24635.365855052652,65.80555330096634,0.0,0.0,65.80555330096634
194,Coryell,TX,6.9,0.0,93.1,228994916.6687261,18134.369697338378,390752.62768685614,13696.774603494456,57.50684814450804,3.9596001581649816,0.0,53.54724798634306
195,Cottle,TX,0.0,0.0,100.0,4785649.532570181,581.7736571455856,12385.29897408621,444.10203394987354,1.8033163698708474,0.0,0.0,1.8033163698708474
196,Crane,TX,0.0,0.0,100.0,10983867.660040073,3317.6933492470093,47597.761470647805,2532.5903837751844,6.765010464048383,0.0,0.0,6.765010464048383
197,Crockett,TX,4.2,0.0,95.8,8163321.967836307,635.7204846460708,13633.162720267355,482.18481530651746,1.9979859738462955,0.08387226354464584,0.0,1.9141137103016497
198,Crosby,TX,0.0,0.0,100.0,16674020.604355931,2026.9987269467383,43152.49645078083,1547.3272546706391,6.2830621707668755,0.0,0.0,6.2830621707668755
199,Culberson,TX,3.0,0.0,97.0,1580607.6193913238,187.26814507351295,4007.404326166768,142.3082699634232,0.586183692395978,0.017448920713869446,0.0,0.5687347716821086
200,Dallam,TX,0.0,0.0,100.0,8640582.228345215,2609.9004895364005,37443.31016810809,1992.2904170206198,5.321770899093237,0.0,0.0,5.321770899093237
201,Dallas,TX,98.3,1.7,0.0,14966189460.551672,327820.01494354854,13987281.39895487,197414.15642980035,2437.315763377747,2396.39748002649,40.91828335125718,0.0
202,Dawson,TX,0.0,0.0,100.0,33647649.79906832,4090.419923892543,87080.38489135915,3122.4580309361486,12.679022465694997,0.0,0.0,12.679022465694997
203,Deaf Smith,TX,0.0,0.0,100.0,36858694.95506618,4480.774724290986,95390.59556353667,3420.438742761553,13.88900023248543,0.0,0.0,13.88900023248543
204,Delta,TX,0.0,0.0,100.0,103887261.75411272,8214.027839968852,174867.30263798308,6270.25017034946,25.46091696680619,0.0,0.0,25.46091696680619
205,Denton,TX,61.8,38.2,0.0,3211889799.096572,135068.7474955375,4899777.899712214,101872.89852828677,800.2099194929147,494.16944054861386,306.04047894430073,0.0
206,DeWitt,TX,0.0,0.0,100.0,114582436.26062323,9046.904810363321,192598.3112846888,6906.034269369345,28.042575428367115,0.0,0.0,28.042575428367115
207,Dickens,TX,0.0,0.0,100.0,12271688.454560375,970.2824589342192,20656.209660605684,740.6736429328707,3.00757216177012,0.0,0.0,3.00757216177012
208,Dimmit,TX,0.0,0.0,100.0,23746536.19127027,2886.778304201119,61456.22417005547,2203.647571947589,8.948109842544572,0.0,0.0,8.948109842544572
209,Donley,TX,0.0,0.0,100.0,9766171.891688947,1187.237265424227,25274.930250322046,906.2880008976293,3.6800642150167335,0.0,0.0,3.6800642150167335
210,Duval,TX,0.0,0.0,100.0,26767282.17360541,2113.422110409868,44992.351745014304,1613.2993324155652,6.550947570674014,0.0,0.0,6.550947570674014
211,Eastland,TX,23.8,0.0,76.2,79573105.4052333,7906.748689409827,175829.85803423886,5801.796185823716,26.58093786124204,6.3321022006689756,0.0,20.248835660573064
212,Ector,TX,16.1,3.8,80.1,1112878430.9007483,86693.03911051403,1395906.0284932277,65687.20444876666,204.8308587514356,32.90582463598114,7.810593335984591,164.1144407794699
213,Edwards,TX,0.0,0.0,100.0,3673974.128577081,446.63140304968505,9508.274398000243,340.94000164316964,1.3844176521749805,0.0,0.0,1.3844176521749805
214,Ellis,TX,42.1,17.0,40.8,626747866.0847238,50466.9138106676,1266012.4619583169,37747.2841418427,197.9033380474555,83.38921438780015,33.733912924498156,80.7802107351572
215,El Paso,TX,29.3,0.0,70.7,2439853993.2635064,194314.9858841722,4367960.082670662,141125.54347665087,666.1722753094966,195.101773192863,0.0,471.0705021166336
216,Erath,TX,1.8,0.0,98.2,106068745.53930445,12692.075090183378,271057.0141754326,9661.890125393442,39.57819925009533,0.7233060805801282,0.0,38.85489316951521
217,Falls,TX,0.0,0.0,100.0,95525775.2294956,7542.278143342176,160566.51813299573,5757.464241531163,23.378703380741303,0.0,0.0,23.378703380741303
218,Fannin,TX,0.0,0.0,100.0,108754565.6500572,21335.226309639136,306088.88045736763,16286.432871557872,43.50403047920102,0.0,0.0,43.50403047920102
219,Fayette,TX,26.4,0.0,73.6,131050215.36660743,14913.597569704676,251963.4055713215,11159.374184217395,37.67231486471693,9.958656663943882,2.211723269698781e-16,27.713658200773047
220,Fisher,TX,0.5,0.0,99.5,20614377.545356147,1630.1030737278643,34734.54630504115,1243.3715111447805,5.061511303856427,0.02658609741907422,0.0,5.034925206437352
221,Floyd,TX,0.0,0.0,100.0,28269850.213124517,2235.205106521943,47584.973133913154,1706.2634116251388,6.928436727366922,0.0,0.0,6.928436727366922
222,Foard,TX,0.0,0.0,100.0,6355746.262406003,772.6444888322922,16448.721388648733,589.8049537405755,2.394956253362806,0.0,0.0,2.394956253362806
223,Fort Bend,TX,37.9,41.2,21.0,2386657175.259814,167769.54337936646,4737539.237661654,131537.12037758232,739.0691146989892,279.7411202336441,304.3906133739455,154.93738109139954
224,Franklin,TX,0.0,0.0,100.0,184997250.2646005,14606.536423445184,310956.53519274516,11150.027954471132,45.27569437851408,0.0,0.0,45.27569437851408
225,Freestone,TX,0.0,0.0,100.0,109302703.87894353,8642.209130504629,183982.8012655243,6597.10631520304,26.788145450982586,0.0,0.0,26.788145450982586
226,Frio,TX,0.0,0.0,100.0,55439033.96559329,4383.384031760035,93317.25628584031,3346.094662549625,13.587119541243935,0.0,0.0,13.587119541243935
227,Gaines,TX,0.0,0.0,100.0,94840615.69182128,7498.738996588734,107581.72892919544,5724.228172060904,15.290456776770114,0.0,0.0,15.290456776770114
228,Galveston,TX,51.4,48.6,0.0,3445386274.375063,143006.86386966842,4881331.040971778,112406.48539214184,782.7084401545626,402.05873802060484,380.64970213395776,0.0
229,Garza,TX,0.0,0.0,100.0,21917309.14740344,1732.9302718118856,36892.11360492137,1322.8475776013756,5.3715419089960745,0.0,0.0,5.3715419089960745
230,Gillespie,TX,22.2,0.0,77.8,81293984.77434622,14482.822703252841,237696.59266084174,10879.012584978085,35.24712404201798,7.829631152111011,0.011156364402663356,27.406336525504294
231,Glasscock,TX,0.0,0.0,100.0,7364280.096598823,1182.4380316767713,20835.85975841407,902.6244865132667,3.002606035426974,0.0,0.0,3.002606035426974
232,Goliad,TX,0.0,0.0,100.0,70586195.76673624,5581.020851770042,80068.91318687252,4260.321309274261,11.38009469327969,0.0,0.0,11.38009469327969
233,Gonzales,TX,0.7,0.0,99.3,96656548.75652486,7632.861267774643,162701.01941711165,5820.188156236874,23.716400634487307,0.1739027344453111,0.0,23.542497900041997
234,Gray,TX,0.0,0.0,100.0,100127874.00078188,7905.638819232505,168302.05815714048,6034.838775170792,24.505007700000213,0.0,0.0,24.505007700000213
235,Grayson,TX,18.0,0.0,82.0,784777608.1577694,62165.71798577193,992355.2857835087,46859.6799542026,145.96313802256424,26.332025806064294,0.0,119.63111221649994
236,Gregg,TX,45.4,0.0,54.6,2157771264.859881,156543.71924201344,3073105.7471012026,114600.26198029293,477.28711356992056,216.77276136742003,0.0,260.51435220250056
237,Grimes,TX,11.7,0.0,88.3,126594291.25833854,13916.583555461302,302509.4550954399,10428.819786172995,44.860748432616816,5.266415267334554,0.0,39.59433316528226
238,Guadalupe,TX,45.5,22.7,31.7,659240067.4820751,60407.07535498384,1429243.947701392,45455.751300435826,224.04752003374108,102.02049065092086,50.92043019822861,71.1065991845916
239,Hale,TX,0.0,0.0,100.0,74649591.96084735,9074.873865686988,193193.73374487276,6927.384657648233,28.129270625660034,0.0,0.0,28.129270625660034
240,Hall,TX,0.0,0.0,100.0,19420985.136254773,1139.3019970752423,23550.370574945784,869.6962168304864,3.4239132895374267,0.0,0.0,3.4239132895374267
241,Hamilton,TX,8.4,0.0,91.6,54950790.15305402,4353.134891866866,94049.5018626318,3280.1100830946725,13.87343631043385,1.161262570072998,0.0,12.71217374036085
242,Hansford,TX,0.0,0.0,100.0,43852012.91571086,3467.235950902904,49743.19587740947,2646.74497994151,7.069938356834564,0.0,0.0,7.069938356834564
243,Hardeman,TX,0.0,0.0,100.0,14855051.113918008,1805.8734250784767,38444.991756747826,1378.5293779149897,5.597642976547733,0.0,0.0,5.597642976547733
244,Hardin,TX,15.8,0.0,84.2,118383945.28429641,29142.80194527756,458666.93353784725,22006.189663439134,67.17630464636574,10.630077355213027,1.6865855123758235e-16,56.54622729115272
245,Harris,TX,89.8,10.2,0.0,3571841356.3309894,298698.09589557373,12154156.026670145,192597.32147993697,2085.044808327434,1872.202400030996,212.84240829643826,0.0
246,Harrison,TX,19.1,0.0,80.9,138045810.27189258,32527.248705762868,522886.61049323797,24496.975057530908,77.07086274697178,14.734837785612772,1.6689990899504527e-16,62.336024961359
247,Hartley,TX,0.0,0.0,100.0,11597987.870314829,2275.2672477297024,32642.446511125265,1736.84520116851,4.639430163341046,0.0,0.0,4.639430163341046
248,Haskell,TX,0.0,0.0,100.0,26245344.25238421,2072.2122261333075,44115.04089661411,1581.8413939948912,6.423209921927162,0.0,0.0,6.423209921927162
249,Hays,TX,70.3,29.7,0.0,645769784.5652807,47060.71435946298,1740017.611190923,34111.57884179132,288.2999079616152,202.77183035437722,85.52807760723798,0.0
250,Hemphill,TX,0.0,0.0,100.0,38558974.76072675,3048.7326296555398,43739.079054514805,2327.27681990012,6.216580637900178,0.0,0.0,6.216580637900178
251,Henderson,TX,8.6,0.0,91.4,419474803.94804907,33231.88322033355,718237.5948213901,25032.21329261984,105.9825029642414,9.086680598982772,0.0,96.89582236525862
252,Hidalgo,TX,15.3,0.0,84.7,1159414290.852492,123715.91257046277,2706774.4268285306,92164.26427477854,403.6425771788155,61.60098862728497,0.0,342.04158855153054
253,Hill,TX,11.3,0.0,88.7,181213454.67136112,14346.710690984331,311584.17043501476,10759.723839877188,46.17130260391463,5.197041394817201,0.0,40.97426120909743
254,Hockley,TX,0.0,0.0,100.0,77534784.54235616,9425.616033606635,200660.63989995507,7195.1267734634375,29.21646161569014,0.0,0.0,29.21646161569014
255,Hood,TX,39.0,28.0,33.0,556062338.1933763,47836.98545790828,1104392.439158332,36560.330067682415,171.18635368402036,66.79456353517608,47.956352328945584,56.43543781989867
256,Hopkins,TX,14.0,0.0,86.0,134747647.6001533,24961.188713381838,388378.414805507,18875.091661083407,56.68205713436587,7.9319365619794215,0.0,48.75012057238644
257,Houston TX,TX,0.0,0.0,100.0,47243178.00909734,9268.060433387032,132965.5563490071,7074.855574213853,18.898228869883962,0.0,0.0,18.898228869883962
258,Howard,TX,12.3,0.0,87.7,81836989.1573073,15275.544715699867,235158.490704281,11565.936693417229,34.206602419429146,4.194246612144215,0.0,30.01235580728493
259,Hudspeth,TX,0.5,0.0,99.5,2139486.660965486,258.9416366457718,5517.4482775368015,197.51341713587647,0.8039846072496879,0.004114010487459699,0.0,0.7998705967622282
260,Hunt,TX,15.4,0.0,84.6,208410715.94325006,51570.72417822776,809650.6858117998,38953.71288012395,118.49204705837552,18.28665933610847,1.7874392789396394e-16,100.20538772226705
261,Hutchinson,TX,0.0,0.0,100.0,43894130.05581354,13258.286108365946,190211.90666415752,10120.829394006665,27.034580057447496,0.0,0.0,27.034580057447496
262,Irion,TX,0.0,0.0,100.0,20408669.76110799,1613.6471138676427,23150.418947794853,1231.791723367977,3.2903401888427033,0.0,0.0,3.2903401888427033
263,Jack,TX,0.0,0.0,100.0,49648942.19809325,3925.5802921391246,83571.13726058626,2996.626190617375,12.16807113945679,0.0,0.0,12.16807113945679
264,Jackson TX,TX,12.4,0.0,87.6,124464616.27493414,9666.590353674488,148942.2558729738,7318.32320796687,21.671378709603527,2.688373410815797,0.0,18.98300529878773
265,Jasper,TX,10.5,0.0,89.5,171653884.29399952,13587.214811816646,294669.2084422881,10203.21188268564,43.6110324920514,4.567433175870351,0.0,39.04359931618105
266,Jeff Davis,TX,4.9,0.0,95.1,2229793.0012739813,570.7555846512892,8413.694898114642,434.3572807902657,1.2068596214267262,0.05903084270419574,0.0,1.1478287787225305
267,Jefferson,TX,24.3,0.0,75.7,720798726.4562733,71339.83304709032,1587917.1511876709,52301.899702725685,240.23531230921094,58.369091458926505,0.0,181.86622085028444
268,Jim Hogg,TX,0.0,0.0,100.0,16171828.598286476,1278.653825503592,27221.084938625416,976.071656788172,3.963426978060764,0.0,0.0,3.963426978060764
269,Jim Wells,TX,0.0,0.0,100.0,127918415.29031199,15550.56730553571,331053.87957445724,11870.66196821609,48.201894640945426,0.0,0.0,48.201894640945426
270,Johnson,TX,22.5,24.5,53.0,1055004203.1649307,86325.15109867364,1658780.6406031803,66611.05228152098,248.39242050415902,55.77176234869434,60.967249534974854,131.65340862048978
271,Jones,TX,0.0,0.0,100.0,49394766.48638636,6004.738335088751,127834.04088507508,4583.7698184489,18.612810886604333,0.0,0.0,18.612810886604333
272,Karnes,TX,0.0,0.0,100.0,112104699.84857321,8863.7538859965,188699.2278839311,6766.224336370786,27.474864759295624,0.0,0.0,27.474864759295624
273,Kaufman,TX,8.0,0.9,91.1,334377820.00489306,76898.35302722304,1159531.519446035,58448.004749589796,167.36027124410305,13.388683730861702,1.5296988980388089,152.44188861520254
274,Kendall,TX,24.6,16.5,58.9,288371191.6166128,29701.82050651141,650155.5612247209,22652.74638351702,98.32999473170173,24.19588861398469,16.242702501158572,57.89140361655846
275,Kenedy,TX,0.0,0.0,100.0,1251993.000207772,152.20014139470587,3240.167753641325,116.18331665899808,0.4717728304106961,0.0,0.0,0.4717728304106961
276,Kent,TX,0.0,0.0,100.0,3355088.8801970514,407.86570076464784,8682.996696978527,311.3478676619683,1.2642561221131803,0.0,0.0,1.2642561221131803
277,Kerr,TX,25.0,11.0,64.1,156072780.46764398,20344.778839826777,364151.44047319086,15416.269561450099,54.51646760045608,13.610672535026167,5.974775178144469,34.931019887285444
278,Kimble,TX,10.5,0.0,89.5,14139520.394696347,1570.872087399789,34069.233333359974,1179.5918662623992,5.042418506347388,0.5291995840084669,0.0,4.513218922338921
279,King,TX,0.0,0.0,100.0,862729.8566648223,260.5888203831054,3738.57479426308,198.92276851193142,0.531358961522585,0.0,0.0,0.531358961522585
280,Kinney,TX,0.0,0.0,100.0,6971809.52240902,847.5369746076444,18043.09825705578,646.9748208712147,2.6270996393528203,0.0,0.0,2.6270996393528203
281,Kleberg,TX,14.1,0.0,85.9,120496989.7016707,9077.439544404453,198168.03433079013,6776.006901106083,29.49593161528092,4.151274582779233,0.0,25.34465703250169
282,Knox,TX,0.0,0.0,100.0,13184460.52942497,1602.7859646070337,34121.487713094306,1223.500713008496,4.9681350448672195,0.0,0.0,4.9681350448672195
283,Lamar,TX,0.0,0.0,100.0,235724192.28607017,18637.945744551856,396780.6413210022,14227.439676363274,57.771800835547126,0.0,0.0,57.771800835547126
284,Lamb,TX,0.0,0.0,100.0,33809091.09696009,4110.04574972372,87498.19667952854,3137.4394915866364,12.739856383852876,0.0,0.0,12.739856383852876
285,Lampasas,TX,26.0,13.5,60.5,103378580.04601313,13539.143875203412,248333.60080803547,10279.504348801975,37.28747040008978,9.683240138039391,5.036694770214915,22.567535491835475
286,La Salle,TX,0.0,0.0,100.0,22025652.270713955,1739.044697250471,37022.28304334929,1327.5150653363744,5.39049472957057,0.0,0.0,5.39049472957057
287,Lavaca,TX,0.6,0.0,99.4,50421868.33562268,14926.176303588296,214806.57646425522,11390.083205459789,30.562808350555017,0.17453786088183249,0.0,30.388270489673182
288,Lee,TX,17.5,0.0,82.5,126799979.6507561,17236.400965953173,274175.6839253692,12998.31107634782,40.285143780126425,7.046755567425948,3.340383710430259e-16,33.23838821270047
289,Leon,TX,0.0,0.0,100.0,90228443.15478437,7134.069390048558,151876.2224514537,5445.854497642922,22.113383857444106,0.0,0.0,22.113383857444106
290,Liberty,TX,0.1,26.5,73.3,257105680.78679785,31187.26950657665,514471.8352976519,24439.77655257131,73.84819117813362,0.08923218495584924,19.599803007034602,54.15915598614316
291,Limestone,TX,0.0,0.0,100.0,111952837.10819098,8839.283962672653,188178.29243290532,6747.544980161009,27.399015561898533,0.0,0.0,27.399015561898533
292,Lipscomb,TX,0.0,0.0,100.0,7054114.821295052,2130.7057979207857,30568.47450972399,1626.4929804254334,4.344659126626968,0.0,0.0,4.344659126626968
293,Live Oak,TX,20.6,0.0,79.4,42138777.10407658,4300.689384204614,95039.48942767887,3174.420224758006,14.292639675443592,2.938742959480464,0.0,11.35389671596313
294,Llano,TX,22.7,0.0,77.3,55590742.94940013,12485.169736861826,205525.8341773426,9374.293184188156,30.504242886233264,6.919494365301478,0.0,23.58474852093179
295,Loving,TX,0.0,0.0,100.0,559617.3861045708,138.34723623724634,2437.8303995216206,105.60857794222072,0.351309937586426,0.0,0.0,0.351309937586426
296,Lubbock,TX,23.7,29.4,46.9,929450028.4167358,90927.70425156796,1827828.1016392384,70558.07945296948,274.8730190632192,65.05138460404714,80.83314742423786,128.9884870349342
297,Lynn,TX,0.0,0.0,100.0,19004908.803666916,2310.356252669961,49184.854916708435,1763.6306758743176,7.161381685834323,0.0,0.0,7.161381685834323
298,McCulloch,TX,0.0,0.0,100.0,37322079.245644234,2950.935343347116,62822.05484619904,2252.6223772942517,9.146976627208385,0.0,0.0,9.146976627208385
299,McLennan,TX,20.1,0.0,79.9,879065481.5683331,64903.286275878614,1433141.2755363267,47941.708763177354,215.3821132175169,43.39220095246268,0.0,171.98991226505422
300,McMullen,TX,0.0,0.0,100.0,11573135.069763193,915.0502094914453,13127.897730962779,698.5115839027719,1.8658517534267247,0.0,0.0,1.8658517534267247
301,Madison,TX,23.5,0.0,76.5,88980567.08828168,8867.067469129843,197052.60210485663,6510.595067211656,29.77267097936983,6.989132202589768,0.0,22.783538776780063
302,Marion,TX,0.0,0.0,100.0,113683472.4847721,8988.582230623819,191356.68714555766,6861.513337534132,27.861793740810754,0.0,0.0,27.861793740810754
303,Martin TX,TX,1.0,0.0,99.0,47006255.65061906,3711.8659348550295,53533.13094571909,2831.8253921551486,7.6223244613878,0.07345589675433686,0.0,7.548868564633463
304,Mason,TX,0.0,0.0,100.0,28920529.97244841,2283.4326547179544,48611.68299413331,1743.0784568955958,7.077927181544418,0.0,0.0,7.077927181544418
305,Matagorda,TX,12.5,0.0,87.5,131264357.30671212,10395.54093700126,226294.51701209514,7780.146236035322,33.59975160777841,4.206632972090639,0.0,29.39311863568777
306,Maverick,TX,4.3,0.0,95.7,155816075.25612503,12144.772790164297,260505.17174799767,9209.830432954102,38.18541693700567,1.6511470711928322,0.0,36.53426986581284
307,Medina,TX,0.0,0.9,99.1,108644287.42164369,20942.22599060177,301738.4145844588,15998.686888654822,42.89941739426992,0.0,0.37841850793296294,42.52099888633695
308,Menard,TX,0.0,0.0,100.0,13307913.26230835,1052.2133631919116,22400.424597851514,803.21631209605,3.261532321541412,0.0,0.0,3.261532321541412
309,Midland,TX,24.9,9.4,65.7,771452227.5377402,80447.75169138254,1701918.3293550254,60759.99329111773,257.0790348539763,63.965027174305426,24.16283701303678,168.95117066663408
310,Milam,TX,0.0,0.0,100.0,120648255.04213664,9525.83402987423,202794.16479010356,7271.62902067989,29.527106093831435,0.0,0.0,29.527106093831435
311,Mills,TX,0.0,0.0,100.0,25237818.08753897,3068.0678266006103,65315.671938000225,2342.036535380034,9.510050637411275,0.0,0.0,9.510050637411275
312,Mitchell,TX,0.0,0.0,100.0,32155704.70535293,2538.8672908274702,54049.59553940884,1938.0666015432066,7.8696945417027955,0.0,0.0,7.8696945417027955
313,Montague,TX,0.0,0.0,100.0,71316691.48120219,13990.748797408118,200720.27680560658,10679.960812369885,28.5281220660303,0.0,0.0,28.5281220660303
314,Montgomery,TX,49.5,50.5,0.0,1763889165.6707323,97644.1427042386,3371216.672186305,77258.51296154973,539.1956687641291,267.13649824571513,272.059170518414,0.0
315,Moore,TX,12.9,0.0,87.1,57883920.14591676,11621.728082197109,179584.1805686619,8795.44359118853,26.153423675461905,3.3676683439091866,0.0,22.78575533155272
316,Morris,TX,0.0,0.0,100.0,222701172.68885052,17583.4656824811,374331.9721411989,13422.493005536042,54.50324424072861,0.0,0.0,54.50324424072861
317,Motley,TX,0.0,0.0,100.0,6912141.129105604,545.751039348722,11618.418047580646,416.6038509967036,1.6916575212063518,0.0,0.0,1.6916575212063518
318,Nacogdoches,TX,11.3,0.0,88.7,242290719.74999392,19207.440068375563,417190.17745740525,14403.920829296689,61.82536995384227,6.991512428991154,0.0,54.83385752485111
319,Navarro,TX,10.4,0.0,89.6,203180385.4294705,16103.43196051611,349185.38727668737,12094.416769757545,51.672547881544375,5.368013632757444,0.0,46.30453424878693
320,Newton,TX,0.0,0.0,100.0,59162443.7573165,4677.781931010403,99584.65400775643,3570.8259922864117,14.499661017675278,0.0,0.0,14.499661017675278
321,Nolan,TX,11.9,0.0,88.1,62226670.482468694,4933.654858513789,107271.21032196378,3696.353935374788,15.91123709836765,1.889556105995963,0.0,14.021680992371687
322,Nueces,TX,34.4,22.9,42.7,1005964695.7239393,104479.64535911326,2206541.7027437678,79638.51269317648,338.15395083019075,116.28396435463135,77.53593994862143,144.33404652693798
323,Ochiltree,TX,0.0,0.0,100.0,53705317.08417473,4240.3260802047025,90271.7171574071,3236.8901525347446,13.143684743365224,0.0,0.0,13.143684743365224
324,Oldham,TX,0.0,0.0,100.0,5021294.566663979,985.066306439112,14132.39495565909,751.9590039006141,2.0086196038341044,0.0,0.0,2.0086196038341044
325,Orange TX,TX,35.9,26.2,37.9,758151833.104064,62695.8530759525,1578519.7905708947,47944.87051539099,244.4278641408101,87.82474847828234,63.976386778514026,92.62672888401376
326,Palo Pinto,TX,0.0,0.0,100.0,141689709.19035795,11187.170292637773,238162.13853671655,8539.825024611495,34.676730500708665,0.0,0.0,34.676730500708665
327,Panola,TX,0.0,0.0,100.0,54892603.54549867,16580.391119914093,237872.95026248868,12656.787847568257,33.80858597890363,0.0,0.0,33.80858597890363
328,Parker,TX,17.6,15.8,66.6,536578732.40964365,68933.80049099149,1204079.7230259066,52820.384669023486,178.01208441157394,31.36592700652368,28.038332975457074,118.6078244295932
329,Parmer,TX,0.0,0.0,100.0,18640493.972374424,5630.388588270825,80777.17540628853,4298.006648667429,11.480759056198043,0.0,0.0,11.480759056198043
330,Pecos,TX,2.7,0.0,97.3,14076258.956259511,1101.5595998360147,23561.83802712388,837.4290511429105,3.445114786432058,0.09356781189656176,0.0,3.351546974535496
